nov 10/21:59:46.996 DEBUG2 : 		

StartSession()

nov 10/21:59:46.996 INFO   : Debug Log(info): Loading the I-jet driver
nov 10/21:59:47.309 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xf0000fe4 0x01')
nov 10/21:59:47.309 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xf0000fe8 0x01')
nov 10/21:59:47.309 INFO   : Debug Log(user): DMAC: Family ID: 0x101, Series: CYT2B6/CYT2B7, Major.Minor Rev.: 2.3, Silicon ID: 0xe3da
nov 10/21:59:47.309 INFO   : Debug Log(user): DMAC: FlashBoot Ver.: 3.1.0.556, TOC2 Flags: 0x243, Protection: NORMAL
nov 10/21:59:47.309 DEBUG2 : 		<Call to _ExecDevicePreReset completed successfully
nov 10/21:59:47.309 DEBUG2 : 		<Call to execUserPreReset: macro undefined
nov 10/21:59:47.309 DEBUG2 : 		->   LowLevelReset(system, delay 200)
nov 10/21:59:47.309 INFO   : Debug Log(info): LowLevelReset(system, delay 200)
nov 10/21:59:47.309 INFO   : Debug Log(info): Calling reset script: Traveo2_CM4_SystemReset
nov 10/21:59:47.309 DEBUG2 : 		>Calling Traveo2_CM4_SystemReset
nov 10/21:59:47.309 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror reset system')
nov 10/21:59:47.513 INFO   : Debug Log(info): The processor cannot be debugged.

nov 10/21:59:47.514 INFO   : The processor cannot be debugged.

nov 10/21:59:47.514 INFO   : Debug Log(info): The debug registers are not accessible or

nov 10/21:59:47.514 INFO   : The debug registers are not accessible or

nov 10/21:59:47.514 INFO   : Debug Log(info): the CPU clock is stalled by the memory controller.

nov 10/21:59:47.514 INFO   : the CPU clock is stalled by the memory controller.

nov 10/21:59:47.514 INFO   : Debug Log(info): Reset or power cycle the board.

nov 10/21:59:47.514 INFO   : Reset or power cycle the board.

nov 10/21:59:47.614 DEBUG2 : 		ISigCmdInterpreter::Execute('refresh')
nov 10/21:59:47.614 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
nov 10/21:59:47.614 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
nov 10/21:59:47.616 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.APr 0 0x1')
nov 10/21:59:47.616 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
nov 10/21:59:47.616 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
nov 10/21:59:47.616 INFO   : Debug Log(info): Connecting to TAP#0 DAP AHB-AP-CM port 0x2 (IDR=0x2477'0011).

nov 10/21:59:47.616 INFO   : Connecting to TAP#0 DAP AHB-AP-CM port 0x2 (IDR=0x2477'0011).

nov 10/21:59:47.616 INFO   : Debug Log(info): Recognized CPUID=0x410fc241 Cortex-M4 r0p1 arch ARMv7-M

nov 10/21:59:47.617 INFO   : Recognized CPUID=0x410fc241 Cortex-M4 r0p1 arch ARMv7-M

nov 10/21:59:47.618 INFO   : Debug Log(info): Debug resources: 6 instruction comparators, 4 data watchpoints.

nov 10/21:59:47.618 INFO   : Debug resources: 6 instruction comparators, 4 data watchpoints.

nov 10/21:59:47.622 DEBUG2 : 		ISigCmdInterpreter::Execute('refresh')
nov 10/21:59:47.622 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0x40201200 0x01')
nov 10/21:59:47.622 DEBUG2 : 		ISigCmdInterpreter::Execute('stop')
nov 10/21:59:47.623 DEBUG2 : 		<Call to Traveo2_CM4_SystemReset completed successfully
nov 10/21:59:47.623 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x9cbe3371
nov 10/21:59:47.623 DEBUG2 : 		<-   LowLevelReset(system, delay 200)
nov 10/21:59:47.623 DEBUG2 : 		->   StartSession(): WaitForCpuResetToComplete(core 0)
nov 10/21:59:47.624 DEBUG2 : 		  StartSession(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:59:47.624 DEBUG2 : 		<-   StartSession(): WaitForCpuResetToComplete(core 0)
nov 10/21:59:47.624 DEBUG2 : 		StartSession() checking powerCore 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:59:47.624 DEBUG2 : 		Core 0: IceInfo(0, ...)
nov 10/21:59:47.625 DEBUG2 : 		>Calling _ExecDevicePreload
nov 10/21:59:47.625 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40240000, 4 bytes [by 4] = [ 01 00 11 00 ])
nov 10/21:59:47.625 DEBUG2 : 		<Call to _ExecDevicePreload completed successfully
nov 10/21:59:47.625 DEBUG2 : 		<Call to execUserPreload: macro undefined
nov 10/21:59:47.857 INFO   : Debug Log(info): Loaded debugee: D:\Traveo\T2G_Sample_Driver_Library_8.3.0\tviibe1m\tools\iar\sram\cm4_mc\rev_d\Exe\cm4.out
nov 10/21:59:47.876 DEBUG2 : 		-------------- Download, suppress = 0
nov 10/21:59:47.876 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x8010000, 6432 bytes [by 0] = [ 00 e8 01 08 01 11 01 08 ... ])
nov 10/21:59:47.888 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x8011c80, 245 bytes [by 0] = [ f0 02 ff d5 0a 01 08 04 ... ])
nov 10/21:59:47.889 DEBUG2 : 		StopDownload()
nov 10/21:59:47.890 DEBUG2 : 		VectorCatchGet(core 0, allowed mask 0xff, current mask 0x0)
nov 10/21:59:47.890 DEBUG2 : 		VectorCatchSet(core 0, mask 0x1fe)
nov 10/21:59:47.974 INFO   : Debug Log(info): 6677 bytes downloaded (501.58 Kbytes/sec)
nov 10/21:59:47.975 INFO   : Debug Log(info): Download completed.
nov 10/21:59:47.975 DEBUG2 : 		============== Finished loading application. Now online.
nov 10/21:59:47.988 DEBUG2 : 		>Calling _ExecDevicePreReset
nov 10/21:59:47.988 DEBUG2 : 		<Call to _ExecDevicePreReset completed successfully
nov 10/21:59:47.988 DEBUG2 : 		<Call to execUserPreReset: macro undefined
nov 10/21:59:47.988 DEBUG2 : 		-> LowLevelReset(1)
nov 10/21:59:47.988 DEBUG2 : 		->   LowLevelReset(software, delay 200)
nov 10/21:59:47.989 INFO   : Debug Log(info): LowLevelReset(software, delay 200)
nov 10/21:59:47.989 DEBUG2 : 		  core 0: IsigEmu::ParamSet('JtagInitDelay', '200,r:300')
nov 10/21:59:47.989 DEBUG2 : 		LowLevelSoftwareReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:59:47.989 DEBUG2 : 		  core 0: IsigEmu::ParamSet('ResetStyle', 'SOFTWARE')
nov 10/21:59:47.989 DEBUG2 : 		Core 0: LowLevelSoftwareReset()
nov 10/21:59:47.996 DEBUG2 : 		->   LowLevelSoftwareReset(): WaitForCpuResetToComplete(core 0)
nov 10/21:59:48.000 DEBUG2 : 		  LowLevelSoftwareReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:59:48.000 DEBUG2 : 		<-   LowLevelSoftwareReset(): WaitForCpuResetToComplete(core 0)
nov 10/21:59:48.200 DEBUG2 : 		->   LowLevelReset(): WaitForCpuResetToComplete(core 0)
nov 10/21:59:48.200 DEBUG2 : 		  LowLevelReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:59:48.200 DEBUG2 : 		<-   LowLevelReset(): WaitForCpuResetToComplete(core 0)
nov 10/21:59:48.201 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x9cbe3378
nov 10/21:59:48.201 DEBUG2 : 		<-   LowLevelReset(software, delay 200)
nov 10/21:59:48.201 DEBUG2 : 		<- LowLevelReset(1)
nov 10/21:59:48.201 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8010000, 4 bytes [by 4] = [ 00 e8 01 08 ])
nov 10/21:59:48.201 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8010004, 4 bytes [by 4] = [ 01 11 01 08 ])
nov 10/21:59:48.201 DEBUG2 : 		CpuRegSet(Core 0, SP_Main ->17) = 0x801e800 (134342656)
nov 10/21:59:48.202 DEBUG2 : 		CpuRegSet(Core 0, PC ->15) = 0x8011100 (134287616)
nov 10/21:59:48.203 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x1000000 (16777216)
nov 10/21:59:48.203 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x1000000 (16777216)
nov 10/21:59:48.203 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x8011100 (134287616)
nov 10/21:59:48.203 INFO   : Debug Log(info): Target reset
nov 10/21:59:48.203 DEBUG2 : 		>Calling _ExecDeviceReset
nov 10/21:59:48.203 DEBUG2 : 		<Call to _ExecDeviceReset completed successfully
nov 10/21:59:48.203 DEBUG2 : 		<Call to execUserReset: macro undefined
nov 10/21:59:48.204 DEBUG2 : 		SetCodeBreak(<0:0x801114e>, 1 units, 'Stack window trigger')
nov 10/21:59:48.204 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x801114e, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:59:48.204 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x801114e, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:59:48.207 DEBUG2 : 		-> SetupTrace()
nov 10/21:59:48.207 DEBUG2 : 		-> AcquireXTrace()
nov 10/21:59:48.207 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigXTrace')
nov 10/21:59:48.207 DEBUG2 : 		  ISigAPI::CreateInstance('ISigXTrace')
nov 10/21:59:48.208 DEBUG2 : 		<- AcquireXTrace()
nov 10/21:59:48.208 DEBUG2 : 		  ISigXTrace::LinkAttach('SigTerminalLog',...)
nov 10/21:59:48.208 DEBUG2 : 		  ISigXTrace::LinkAttach('ISigXTraceClient',...)
nov 10/21:59:48.208 DEBUG2 : 		  ISigXTrace::LinkAttach('SigEmu',...)
nov 10/21:59:48.208 DEBUG2 : 		  ISigXTrace::LinkAttach('SigProbe',...)
nov 10/21:59:48.208 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xe008e0f0 0x02')
nov 10/21:59:48.208 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.w 0xe008e304 0x00000100 0x02')
nov 10/21:59:48.208 INFO   : Debug Log(user): DMAC/Trace: Configuring platform side SWO component.
nov 10/21:59:48.208 DEBUG2 : 		ISigCmdInterpreter::Execute('trace -opt +swoinit(baseswo=0xE008_E002,baseitm=0xE000_0002)')
nov 10/21:59:48.208 DEBUG2 : 		-> SetupLowLevelTrace()
nov 10/21:59:48.208 DEBUG2 : 		  ISigXTrace::Init('SWO,ETB')
nov 10/21:59:48.210 INFO   : Debug Log(info): INFO: Configuring trace using 'Auto,size_limit=100%,swoinit(baseswo=0xE008_E002,baseitm=0xE000_0002)' setting...

nov 10/21:59:48.210 INFO   : INFO: Configuring trace using 'Auto,size_limit=100%,swoinit(baseswo=0xE008_E002,baseitm=0xE000_0002)' setting...

nov 10/21:59:48.211 INFO   : Debug Log(info): Trace: Using detected ETMv3CM at address 0xe0041000

nov 10/21:59:48.211 INFO   : Trace: Using detected ETMv3CM at address 0xe0041000

nov 10/21:59:48.212 INFO   : Debug Log(info): Trace: Access to detected ETMv3CM(architecture=3.5) initialized (CONF=0x8c842000, CTRL=0xc10, IDR=0x4114f250)

nov 10/21:59:48.212 INFO   : Trace: Access to detected ETMv3CM(architecture=3.5) initialized (CONF=0x8c842000, CTRL=0xc10, IDR=0x4114f250)

nov 10/21:59:48.212 INFO   : Debug Log(info): Trace: Using detected ETB at address 0xe008d000, RAM size 0x800 words (8KB)

nov 10/21:59:48.212 INFO   : Trace: Using detected ETB at address 0xe008d000, RAM size 0x800 words (8KB)

nov 10/21:59:48.213 INFO   : Debug Log(info): Trace: Configured as 'ETMv3 to ETB' (SW ver:  Trace2=1.38 ETM=1.00 ETB=1.05 Deco=1.43)
nov 10/21:59:48.213 DEBUG2 : 		<- SetupLowLevelTrace()
nov 10/21:59:48.213 DEBUG2 : 		-> AcquireSWOInterface()
nov 10/21:59:48.213 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigSWO')
nov 10/21:59:48.213 DEBUG2 : 		  ISigSWO::LinkAttach('SigEmu',...)
nov 10/21:59:48.213 DEBUG2 : 		  ISigSWO::LinkAttach('SigTerminalLog',...)
nov 10/21:59:48.213 DEBUG2 : 		  ISigSWO::Init('')
nov 10/21:59:48.214 ERROR  : ISigSWO::Init() failed
nov 10/21:59:48.214 DEBUG2 : 		<- AcquireSWOInterface()
nov 10/21:59:48.214 DEBUG2 : 		-> CreateSigChanInterface()
nov 10/21:59:48.214 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigChan')
nov 10/21:59:48.214 DEBUG2 : 		<- CreateSigChanInterface()
nov 10/21:59:48.214 DEBUG2 : 		-> SetupSigChanInterface()
nov 10/21:59:48.214 DEBUG2 : 		  ISigChan::LinkAttach('SigEmu',...)
nov 10/21:59:48.214 DEBUG2 : 		  ISigChan::LinkAttach('SigTerminalLog',...)
nov 10/21:59:48.214 DEBUG2 : 		  ISigChan::LinkAttach('SigXTrace',...)
nov 10/21:59:48.214 DEBUG2 : 		  ISigChan::Init('null')
nov 10/21:59:48.214 DEBUG2 : 		  ISigChan::AcquireInterface('ISigChanReader')
nov 10/21:59:48.214 DEBUG2 : 		  ISigChanReader::GotoBegin()
nov 10/21:59:48.214 DEBUG2 : 		<- SetupSigChanInterface()
nov 10/21:59:48.215 DEBUG2 : 		  ISigXTrace::ExecuteCmd('etm portsize=4') -> This trace does not allow to define capture width
nov 10/21:59:48.215 DEBUG2 : 		  ISigXTrace::ExecuteCmd('etm halfrate=off') -> Ok
nov 10/21:59:48.215 DEBUG2 : 		  ISigXTrace::ExecuteCmd('etm portmode=1:1') -> Ok
nov 10/21:59:48.215 DEBUG2 : 		  ISigXTrace::ExecuteCmd('etm data=none') -> Ok
nov 10/21:59:48.215 DEBUG2 : 		  ISigXTrace::ExecuteCmd('ctrl stop=cpustop') -> Ok
nov 10/21:59:48.215 DEBUG2 : 		  ISigXTrace::ExecuteCmd('etm stall=off') -> Ok
nov 10/21:59:48.215 DEBUG2 : 		  ISigXTrace::ExecuteCmd('etm pc=all') -> Ok
nov 10/21:59:48.215 DEBUG2 : 		  ISigXTrace::ExecuteCmd('etm update') -> Ok
nov 10/21:59:48.215 DEBUG2 : 		ISigA2d::ChanCnt(0) = 1
nov 10/21:59:48.215 DEBUG2 : 		ISigA2d::ChanName(0) = ITrgPwr
nov 10/21:59:48.215 DEBUG2 : 		ISigA2D::ChanAttr(0) = 311a1
nov 10/21:59:48.215 DEBUG2 : 		ISigA2D::ChanUnit(0) = 1
nov 10/21:59:48.215 DEBUG2 : 		ISigA2D::ChanMax(0) = 700000
nov 10/21:59:48.215 DEBUG2 : 		ISigA2D::ChanOffset(0) = 0
nov 10/21:59:48.215 DEBUG2 : 		ISigA2D::ChanOffset(0) = 12
nov 10/21:59:48.215 DEBUG2 : 		ISigA2D::ChanID(0) = 0x200
nov 10/21:59:48.216 DEBUG2 : 		ISigA2D::StreamAdd(0) = -5 [TdJetPower::SendLogsForId(0)]
nov 10/21:59:48.216 INFO   : Debug Log(warning): Could not measure 'ITrgPwr' when ETM/ETB mode is active.
nov 10/21:59:48.216 DEBUG2 : 		ISigA2D::StreamEnumFreq(0,0) = 200000
nov 10/21:59:48.216 DEBUG2 : 		<- SetupTrace()
nov 10/21:59:48.216 DEBUG2 : 		-> SetupProfiling()
nov 10/21:59:48.218 DEBUG2 : 		<- SetupProfiling()
nov 10/21:59:48.219 DEBUG2 : 		SetCodeBreak(<9:0xf000000000000000>, 1 units, 'C-SPY Terminal I/O && library support module')
nov 10/21:59:48.219 DEBUG2 : 		>Calling _ExecDeviceSetup
nov 10/21:59:48.219 DEBUG2 : 		<Call to _ExecDeviceSetup completed successfully
nov 10/21:59:48.219 DEBUG2 : 		<Call to execUserSetup: macro undefined
nov 10/21:59:48.221 INFO   : Debug Log(warning): There was 1 warning during the initialization of the debugging session.
nov 10/21:59:48.239 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
nov 10/21:59:48.239 DEBUG2 : 		-> LowLevelGo(core 0)
nov 10/21:59:48.239 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x8011100 (134287616)
nov 10/21:59:48.239 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011100, 2 bytes [by 2] = [ 72 b6 ])
nov 10/21:59:48.239 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
nov 10/21:59:48.239 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
nov 10/21:59:48.239 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
nov 10/21:59:48.240 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:59:48.240 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
nov 10/21:59:48.250 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x801114e (134287694)
